gamma21,f_avg,delta1,log10_nmse
100,19.3878,-4.7179,-2.520359
0.01,44.8980,-1.8462,-3.151968
1,41.8367,-2.2564,-3.339121
1,31.6327,4.3077,-1.843287
10,14.2857,-1.8462,-1.635214
0.1,1.0204,-1.0256,-3.051742
10,29.5918,4.3077,-1.717028
1,13.2653,-5.9487,-1.771294
10,26.5306,-2.6667,-0.879821
0.01,6.1224,1.4359,-2.394949
100,48.9796,-1.4359,-2.255063
1,11.2245,2.2564,-0.073209
10,0.0000,-0.2051,0.000124
1,27.5510,-3.4872,-3.264582
10,34.6939,5.5385,-1.834818
100,28.5714,-3.0769,-2.343399
10,12.2449,-4.7179,-1.770649
1,1.0204,4.3077,-1.751320
1,21.4286,-7.5897,-1.765513
0.1,50.0000,-3.0769,-2.875111
0.01,42.8571,-2.2564,-3.226035
1,22.4490,1.4359,-0.011103
1,29.5918,-5.5385,-3.230757
0.1,18.3673,-1.0256,-2.645232
100,9.1837,5.9487,-2.582123
0.01,2.0408,-4.7179,-1.758799
10,5.1020,-3.8974,-1.767027
0.01,1.0204,-8.0000,-1.758073
1,25.5102,7.1795,-0.492612
100,24.4898,-4.3077,-2.544494
100,4.0816,5.5385,-2.415868
0.1,21.4286,3.8974,-1.683811
1,18.3673,2.6667,0.008054
10,20.4082,-7.5897,-1.765513
0.01,0.0000,-2.6667,0.000045
0.1,29.5918,-0.2051,-2.897093
0.1,15.3061,-5.9487,-1.771294
1,31.6327,6.7692,-1.056570
0.01,48.9796,8.0000,-1.808403
0.01,16.3265,-1.4359,-2.373696
10,36.7347,-2.6667,-3.356106
100,9.1837,7.1795,-1.771672
1,34.6939,3.0769,-0.736631
100,34.6939,0.2051,-1.243913
0.01,41.8367,1.4359,-0.856085
1,16.3265,-8.0000,-1.758640
10,40.8163,4.3077,-1.536682
100,18.3673,-1.4359,-2.577183
100,6.1224,-2.2564,-2.573922
0.01,37.7551,4.7179,-2.991495
0.01,23.4694,3.0769,-2.415857
0.1,48.9796,-4.7179,-2.861935
100,13.2653,-3.0769,-2.542216
0.1,29.5918,-1.0256,-3.042677
10,44.8980,8.0000,-1.552684
1,14.2857,4.7179,-1.765042
1,12.2449,1.8462,0.036455
0.01,32.6531,-0.6154,-3.174257
1,43.8776,-1.4359,-3.335347
100,24.4898,-2.2564,-2.455056
0.01,45.9184,-5.5385,-2.520827
0.01,7.1429,-2.6667,-2.195923
0.1,34.6939,0.2051,-0.338508
0.01,33.6735,5.5385,-2.058080
1,18.3673,-1.0256,-2.272436
0.01,34.6939,-5.5385,-2.906751
0.1,21.4286,-4.7179,-2.134704
100,0.0000,-1.0256,0.000098
100,41.8367,7.5897,-1.765512
1,31.6327,0.6154,-0.336350
0.01,12.2449,5.9487,-1.763163
0.01,10.2041,2.6667,-2.181928
10,32.6531,-5.9487,-1.771293
1,15.3061,3.4872,-1.443008
1,42.8571,-5.5385,-2.412281
0.01,8.1633,0.2051,-0.794125
10,20.4082,7.5897,-1.765513
0.01,5.1020,7.1795,-1.764768
10,1.0204,2.6667,-1.765628
10,40.8163,-1.0256,-3.347903
1,31.6327,-2.6667,-1.945678
0.01,39.7959,5.9487,-2.475423
0.1,23.4694,7.1795,-1.717196
100,29.5918,-6.3590,-2.460620
0.1,11.2245,6.3590,-1.766494
0.01,29.5918,7.5897,-2.790277
0.01,1.0204,1.0256,-3.406017
100,40.8163,-3.0769,-2.478371
10,17.3469,-2.2564,-0.813971
100,29.5918,-3.4872,-2.318639
10,22.4490,-5.5385,-1.753709
1,41.8367,8.0000,-1.978666
10,41.8367,-3.0769,-3.352530
10,34.6939,0.6154,-2.023509
0.1,37.7551,-2.6667,-3.150266
0.01,26.5306,0.6154,-0.176493
0.01,37.7551,5.9487,-3.062876
0.01,15.3061,3.4872,-2.101048
0.1,44.8980,6.7692,-2.767682
0.01,36.7347,-8.0000,-2.994737
100,40.8163,-2.6667,-2.514342
0.1,40.8163,3.8974,-1.890380
10,13.2653,5.5385,-1.753715
10,50.0000,-3.4872,-3.350104
100,29.5918,3.0769,-2.554911
10,6.1224,4.7179,-1.770649
0.01,41.8367,3.8974,-2.728248
10,36.7347,-0.6154,-3.374951
10,23.4694,-7.1795,-1.771671
0.01,39.7959,-4.3077,-3.237969
100,11.2245,0.6154,-2.577044
10,43.8776,-3.8974,-1.300524
10,0.0000,2.6667,0.000213
1,22.4490,-0.2051,-3.275621
0.1,0.0000,-0.6154,-0.020137
1,1.0204,-1.0256,-1.751582
10,34.6939,7.1795,-1.771670
0.01,41.8367,-3.0769,-2.886059
100,3.0612,-5.1282,-1.970226
100,19.3878,-1.0256,-2.451660
1,5.1020,5.9487,-1.771293
0.01,31.6327,3.8974,-2.716323
0.1,7.1429,3.4872,-1.769358
0.1,22.4490,-5.9487,-1.771293
10,38.7755,-6.3590,-1.766493
10,38.7755,7.1795,-1.771762
1,0.0000,5.5385,0.002094
100,16.3265,-7.1795,-1.771671
0.1,1.0204,6.7692,-1.756225
100,26.5306,4.3077,-1.765431
1,16.3265,-7.5897,-1.765513
0.1,44.8980,-3.0769,-3.398348
10,26.5306,7.5897,-1.765512
10,11.2245,5.1282,-1.767067
10,22.4490,-6.7692,-1.756212
1,13.2653,2.6667,-0.196987
100,0.0000,4.3077,1.848685
0.01,36.7347,-1.8462,-3.010708
0.1,36.7347,-0.6154,-3.073103
100,25.5102,-4.3077,-2.545631
1,11.2245,4.3077,-1.751329
10,48.9796,-2.2564,-3.346429
0.1,15.3061,7.5897,-2.092878
1,32.6531,-6.7692,-3.013262
0.1,17.3469,-1.8462,-3.319127
0.01,29.5918,1.4359,-0.855823
1,39.7959,-3.8974,-3.288330
0.01,40.8163,3.8974,-2.495070
0.01,34.6939,3.4872,-0.736846
0.1,40.8163,-7.5897,-3.303299
1,44.8980,3.8974,-1.052533
1,20.4082,3.8974,-1.231102
10,19.3878,5.1282,-1.767069
100,34.6939,-1.8462,-2.425533
100,22.4490,1.4359,-2.533515
100,50.0000,3.8974,-2.614047
10,25.5102,-6.7692,-1.756211
0.01,5.1020,6.7692,-1.751553
1,47.9592,-4.7179,-2.895583
10,41.8367,-5.5385,-1.753711
10,7.1429,-8.0000,-1.758644
0.01,42.8571,-3.4872,-2.898854
0.1,46.9388,8.0000,-2.352766
1,21.4286,-6.3590,-1.766494
1,46.9388,-2.2564,-3.065329
10,25.5102,-5.1282,-1.767069
100,36.7347,-1.4359,-2.412583
1,23.4694,5.5385,-1.577750
1,22.4490,-5.9487,-1.771293
100,38.7755,1.8462,-2.502518
1,32.6531,-0.2051,-3.387746
0.1,37.7551,7.1795,-2.838235
1,6.1224,-6.3590,-1.766493
10,22.4490,1.0256,-2.134777
100,16.3265,4.7179,-2.604881
0.01,3.0612,-5.9487,-1.767158
0.01,34.6939,-4.3077,-3.193276
10,39.7959,-1.0256,-3.348592
1,3.0612,-8.0000,-1.758649
10,16.3265,-4.3077,-1.751330
0.01,50.0000,-1.8462,-3.030270
1,28.5714,-5.5385,-3.366875
0.1,18.3673,1.8462,-0.704046
1,1.0204,3.0769,-1.749334
1,26.5306,-3.8974,-3.382457
0.1,44.8980,-1.4359,-3.289045
1,47.9592,-0.2051,-3.314205
0.01,24.4898,3.0769,-2.423539
0.1,15.3061,-1.4359,-2.614834
100,26.5306,1.0256,-2.479721
0.1,6.1224,6.7692,-1.756211
1,43.8776,-5.9487,-3.062935
100,15.3061,7.1795,-1.771671
10,19.3878,6.7692,-1.756213
10,3.0612,-6.3590,-1.766495
0.01,42.8571,1.8462,-0.791976
10,26.5306,-6.7692,-1.756211
100,18.3673,3.4872,-2.461307
100,43.8776,-7.1795,-1.771670
10,40.8163,5.5385,-1.636058
100,5.1020,-5.1282,-2.503777
0.1,37.7551,1.4359,-0.739312
100,41.8367,-7.1795,-1.771670
0.01,21.4286,7.5897,-2.800853
10,0.0000,-7.5897,-0.000723
0.1,40.8163,0.6154,-0.338003
0.1,29.5918,3.4872,-0.758401
1,38.7755,-7.1795,-3.277429
100,50.0000,6.3590,-2.345158
100,46.9388,-6.7692,-2.282080
0.01,33.6735,-4.3077,-3.243082
1,28.5714,0.2051,-0.234688
10,43.8776,-1.0256,-1.871307
0.1,10.2041,-5.1282,-1.767067
0.1,24.4898,2.2564,-1.495423
10,32.6531,-3.8974,-1.689161
100,6.1224,8.0000,-1.758644
100,10.2041,3.4872,-2.567729
100,27.5510,-5.5385,-2.518732
100,29.5918,3.8974,-2.648298
0.1,33.6735,-0.6154,-1.775910
1,21.4286,-3.0769,-2.097485
0.01,42.8571,-7.5897,-2.791124
0.1,35.7143,-1.8462,-3.307467
100,31.6327,-6.7692,-2.283126
10,12.2449,-4.3077,-1.751330
10,25.5102,-0.6154,-3.334002
100,39.7959,-3.0769,-2.508699
0.1,46.9388,-1.8462,-3.238062
0.1,2.0408,-5.9487,-1.771292
0.1,27.5510,-2.6667,-2.726465
0.1,33.6735,0.6154,-0.195877
1,0.0000,1.0256,-0.001311
10,40.8163,-5.9487,-1.771292
10,4.0816,7.5897,-1.765520
1,32.6531,5.5385,-1.491551
10,8.1633,-0.6154,-0.815007
10,15.3061,-5.5385,-1.753709
0.01,50.0000,-2.6667,-2.162316
0.01,27.5510,7.1795,-2.790809
0.01,43.8776,6.3590,-2.907408
100,4.0816,2.2564,-2.657331
100,21.4286,-1.0256,-2.492609
0.1,27.5510,0.6154,0.170562
1,34.6939,-5.9487,-2.873915
100,17.3469,5.9487,-2.529964
0.01,15.3061,-2.6667,-3.334623
0.1,44.8980,-5.9487,-3.053206
0.1,9.1837,8.0000,-1.758642
0.01,26.5306,8.0000,-3.052591
100,5.1020,-4.3077,-2.492237
0.1,36.7347,2.6667,-0.895028
100,22.4490,-0.6154,-2.479132
0.1,28.5714,6.7692,-2.117667
100,16.3265,3.0769,-2.540520
10,35.7143,4.7179,-1.467187
100,5.1020,-7.1795,-1.771670
0.01,27.5510,-7.5897,-1.757202
10,3.0612,4.3077,-1.751330
0.01,35.7143,7.1795,-2.936612
1,5.1020,6.7692,-1.756211
1,26.5306,0.2051,-0.518604
1,41.8367,-3.4872,-2.989210
0.1,43.8776,-5.9487,-2.487407
1,19.3878,-7.5897,-1.765514
1,13.2653,-5.5385,-1.753715
1,15.3061,-1.0256,-3.270879
0.1,17.3469,-6.3590,-1.766495
0.01,16.3265,-7.1795,-1.762791
0.01,9.1837,-7.1795,-1.767962
0.1,25.5102,6.7692,-1.735949
0.01,34.6939,0.2051,-0.190467
0.1,12.2449,-2.2564,-3.346974
100,39.7959,-1.0256,-2.237174
1,35.7143,-0.6154,-3.367080
10,16.3265,8.0000,-1.758640
100,34.6939,-2.6667,-2.509518
0.1,26.5306,3.0769,-0.630649
0.1,50.0000,-0.2051,-2.155271
1,17.3469,-1.0256,-2.760025
0.01,27.5510,7.5897,-2.754172
100,29.5918,-1.0256,-2.438365
1,3.0612,-4.3077,-1.751330
100,40.8163,1.8462,-2.457993
0.01,22.4490,-6.7692,-1.750751
0.1,18.3673,4.3077,-1.993178
1,37.7551,-5.9487,-1.755991
10,16.3265,3.4872,-1.769359
1,38.7755,-0.6154,-2.902606
10,45.9184,-1.4359,-3.354487
0.1,42.8571,-4.7179,-2.726686
100,27.5510,-5.9487,-2.495863
10,37.7551,-7.1795,-1.771670
0.01,16.3265,0.2051,-0.677220
0.01,43.8776,-4.7179,-2.947703
1,50.0000,-2.6667,-3.296695
1,21.4286,7.1795,-1.950281
0.1,42.8571,-4.3077,-3.360243
0.1,2.0408,-7.1795,-1.771673
1,26.5306,5.9487,-1.590942
100,47.9592,5.5385,-2.469849
10,12.2449,-3.4872,-1.769359
1,3.0612,7.1795,-1.771673
0.01,16.3265,5.9487,-2.462649
100,9.1837,-6.7692,-1.900977
0.01,19.3878,-5.5385,-1.747427
0.1,33.6735,5.1282,-2.712850
10,12.2449,1.4359,-1.204095
10,8.1633,2.2564,-1.765771
0.1,28.5714,-0.6154,-3.311187
100,45.9184,-6.3590,-2.448617
10,19.3878,1.8462,-0.684197
100,24.4898,-7.1795,-1.771671
0.01,7.1429,7.1795,-1.766362
100,39.7959,-4.3077,-2.335658
100,13.2653,-7.5897,-1.765514
0.01,48.9796,1.4359,-0.425446
0.01,24.4898,6.7692,-2.841457
0.1,42.8571,1.0256,-0.750623
0.01,33.6735,-3.0769,-3.227452
100,5.1020,2.6667,-2.706362
10,45.9184,4.3077,-1.409627
10,12.2449,4.7179,-1.770649
100,23.4694,4.3077,-2.077847
0.01,48.9796,-6.3590,-3.089291
0.01,3.0612,7.5897,-1.761883
100,4.0816,-4.3077,-2.183711
10,28.5714,4.7179,-1.562629
100,31.6327,-1.4359,-2.497834
100,3.0612,-4.7179,-2.472445
0.1,23.4694,3.8974,-1.665212
10,10.2041,-2.2564,-1.765771
100,1.0204,-5.5385,-1.714863
0.01,41.8367,3.0769,-0.693803
1,39.7959,-6.3590,-3.362380
1,7.1429,0.2051,-0.900042
10,28.5714,-5.9487,-1.771293
0.1,31.6327,-4.7179,-2.259631
10,14.2857,-2.6667,-1.765627
10,8.1633,5.9487,-1.771293
100,3.0612,-2.2564,-2.570673
0.1,1.0204,-8.0000,-1.758657
10,42.8571,0.6154,-3.049935
100,15.3061,-1.8462,-2.456388
0.01,22.4490,0.2051,-0.312068
1,18.3673,-0.2051,-2.885225
100,22.4490,1.0256,-2.449361
0.01,46.9388,6.7692,-2.645386
10,32.6531,1.8462,-0.653266
1,48.9796,4.3077,-2.474781
0.01,2.0408,1.8462,-3.212783
1,29.5918,-6.3590,-3.364880
0.1,25.5102,6.3590,-1.780179
1,11.2245,0.6154,-1.214234
1,4.0816,-5.9487,-1.771292
0.1,18.3673,3.4872,-1.596080
10,34.6939,-6.7692,-1.756211
0.01,32.6531,-7.5897,-1.756358
100,31.6327,-7.1795,-1.771670
1,27.5510,-0.2051,-3.208005
10,23.4694,1.8462,-0.319989
0.01,33.6735,4.3077,-2.703049
0.1,43.8776,3.4872,-0.910781
1,36.7347,3.0769,-0.887063
0.1,13.2653,0.6154,-0.243891
10,23.4694,0.2051,-3.236967
1,0.0000,7.1795,0.000327
0.1,10.2041,7.5897,-1.765513
0.01,2.0408,5.5385,-1.752882
100,1.0204,-6.3590,-1.659590
0.01,32.6531,-3.4872,-3.142442
0.01,22.4490,-2.2564,-3.002591
10,30.6122,0.2051,-3.091513
10,47.9592,1.8462,-0.904000
100,24.4898,-4.7179,-2.580677
0.1,33.6735,-5.5385,-3.239763
1,34.6939,-0.2051,-3.308216
0.1,14.2857,7.1795,-1.789889
0.01,3.0612,-3.0769,-2.660353
100,45.9184,6.7692,-2.426414
10,21.4286,-1.4359,-1.477938
0.01,12.2449,1.4359,-0.182995
0.01,7.1429,2.6667,-1.756686
1,14.2857,-7.1795,-1.771671
0.1,4.0816,-4.3077,-1.751330
0.01,27.5510,1.8462,-1.143827
0.1,24.4898,1.4359,-0.674211
1,40.8163,-6.3590,-3.282417
0.01,46.9388,-2.6667,-2.840179
0.01,19.3878,6.7692,-2.317947
1,19.3878,-5.1282,-1.767069
100,4.0816,0.6154,-2.481000
1,19.3878,-1.0256,-3.003416
0.1,9.1837,-6.3590,-1.766494
0.1,33.6735,-7.5897,-2.489568
0.1,6.1224,-1.8462,-1.748087
0.01,38.7755,4.3077,-2.927406
100,19.3878,0.6154,-2.476952
1,42.8571,1.4359,-0.688370
0.01,11.2245,-1.8462,-2.208658
1,42.8571,-6.7692,-3.168682
1,27.5510,2.6667,-0.594250
1,46.9388,2.6667,-0.317384
1,33.6735,-0.6154,-3.025136
0.1,36.7347,4.3077,-2.890644
100,7.1429,-5.5385,-2.436190
10,23.4694,3.0769,-0.181054
0.01,48.9796,-7.1795,-2.545571
0.1,35.7143,-3.4872,-3.213652
0.1,34.6939,5.9487,-2.917798
0.1,20.4082,-3.4872,-2.773951
0.01,7.1429,-0.2051,-1.354481
0.1,3.0612,-6.3590,-1.766495
0.01,15.3061,-4.7179,-1.762226
100,47.9592,8.0000,-1.758636
0.01,3.0612,4.7179,-1.764780
100,48.9796,-2.6667,-2.467292
0.01,45.9184,-7.1795,-2.800710
0.1,33.6735,-6.3590,-2.646323
10,27.5510,-5.1282,-1.767069
100,33.6735,2.2564,-2.424472
1,17.3469,-6.7692,-1.756213
0.1,48.9796,-4.3077,-3.208313
100,41.8367,-5.9487,-2.444964
1,15.3061,-3.0769,-3.378378
0.1,37.7551,2.6667,-1.024250
10,25.5102,1.4359,-2.156124
100,4.0816,-1.0256,-2.522045
0.1,15.3061,1.4359,0.292483
100,46.9388,5.1282,-2.553733
0.1,5.1020,-8.0000,-1.758643
100,14.2857,-0.2051,-2.488960
0.01,46.9388,5.1282,-2.783416
100,21.4286,-4.7179,-2.575235
10,43.8776,-3.0769,-3.355442
0.01,47.9592,0.6154,-0.148883
10,41.8367,1.0256,-2.584047
0.1,43.8776,3.0769,-0.737284
0.01,31.6327,0.6154,-0.496625
100,45.9184,3.4872,-2.520078
10,4.0816,0.2051,-0.960750
10,1.0204,4.7179,-1.770646
0.01,4.0816,-4.7179,-1.765163
1,25.5102,1.0256,-0.420961
10,25.5102,-3.8974,-1.767027
0.1,19.3878,-3.4872,-3.185538
0.01,22.4490,7.5897,-2.741549
100,36.7347,1.8462,-2.457198
0.1,4.0816,0.6154,-2.036415
10,3.0612,-0.6154,-1.747673
100,21.4286,1.8462,-2.563695
100,44.8980,3.8974,-2.505917
0.1,29.5918,-3.4872,-2.749310
0.01,28.5714,3.8974,-2.208118
1,13.2653,6.7692,-1.756216
0.01,22.4490,8.0000,-2.625596
10,48.9796,1.8462,-0.856637
0.1,40.8163,6.7692,-2.776260
100,9.1837,1.0256,-2.259021
1,0.0000,4.7179,-0.000007
1,47.9592,5.1282,-2.330290
1,15.3061,1.8462,0.458505
1,12.2449,-3.0769,-1.749336
10,24.4898,-2.2564,0.195386
0.1,8.1633,-7.1795,-1.771672
10,20.4082,7.1795,-1.771672
0.1,46.9388,-2.6667,-3.127454
100,50.0000,1.4359,-2.267258
1,3.0612,1.8462,-1.748056
1,37.7551,3.0769,-0.831805
100,22.4490,-5.9487,-2.587371
0.01,4.0816,5.5385,-1.749525
10,43.8776,4.3077,-1.368720
10,31.6327,0.6154,-3.206882
0.01,4.0816,4.3077,-1.747231
0.01,30.6122,-7.5897,-1.757032
0.1,4.0816,-5.1282,-1.767068
10,27.5510,4.7179,-1.770843
100,23.4694,-7.5897,-1.765512
10,28.5714,-1.8462,-3.330967
100,0.0000,1.4359,0.209884
1,13.2653,3.0769,-1.500380
10,47.9592,-1.4359,-3.346620
100,43.8776,-4.7179,-2.414318
0.1,18.3673,-6.3590,-1.766494
0.1,14.2857,3.0769,-1.782903
1,46.9388,3.4872,-0.647045
0.1,40.8163,4.3077,-2.427780
1,8.1633,-0.6154,-1.442717
0.1,10.2041,1.4359,0.387698
10,1.0204,-0.2051,-1.835549
100,35.7143,7.5897,-1.765512
0.01,40.8163,-3.0769,-3.337490
0.1,33.6735,1.0256,-0.683909
10,15.3061,6.7692,-1.756216
0.01,36.7347,-4.3077,-2.490555
0.1,42.8571,3.8974,-1.584173
0.1,41.8367,2.2564,-0.856353
0.01,34.6939,5.9487,-3.027090
0.1,23.4694,-5.1282,-2.748289
0.1,9.1837,1.4359,-0.237092
0.01,26.5306,3.0769,-2.358284
1,7.1429,2.2564,-1.765771
0.01,25.5102,-5.1282,-2.754451
1,8.1633,-3.0769,-1.749336
100,36.7347,7.5897,-1.765512
100,21.4286,-6.7692,-2.297443
100,14.2857,-3.8974,-2.497758
0.1,29.5918,-6.3590,-3.345510
0.1,37.7551,-2.2564,-3.268812
0.1,2.0408,-5.5385,-1.753725
0.01,31.6327,8.0000,-2.774799
100,11.2245,-0.2051,-2.523433
10,46.9388,-5.5385,-1.055009
0.01,47.9592,7.1795,-2.623963
100,43.8776,1.0256,-2.288165
10,48.9796,-7.1795,-1.771670
0.1,48.9796,-0.2051,-2.943034
0.1,29.5918,-4.7179,-2.905477
0.01,28.5714,8.0000,-2.726646
0.01,26.5306,-4.3077,-2.853123
100,37.7551,-1.0256,-2.310450
10,21.4286,1.0256,-2.333332
100,35.7143,-1.8462,-2.403960
1,5.1020,-4.7179,-1.770649
100,2.0408,-1.0256,-2.573137
100,38.7755,2.6667,-2.542518
10,38.7755,-1.8462,-3.361124
0.01,1.0204,-4.3077,2.261107
1,48.9796,-7.1795,-3.365367
1,15.3061,4.3077,-1.859584
0.01,50.0000,4.3077,-2.652321
10,46.9388,8.0000,-1.805015
10,15.3061,-0.6154,-1.551287
1,32.6531,6.3590,-1.671899
1,10.2041,4.7179,-1.770649
10,43.8776,5.1282,-0.984912
0.01,48.9796,5.9487,-2.768390
10,11.2245,-0.6154,-0.638449
10,29.5918,-1.0256,-2.612129
100,8.1633,-5.1282,-2.434290
10,11.2245,-4.3077,-1.751329
0.01,31.6327,1.8462,-1.262093
1,39.7959,-1.0256,-3.363086
1,29.5918,8.0000,-1.804629
10,40.8163,1.0256,-2.375970
1,17.3469,-0.2051,-2.845744
1,24.4898,3.8974,-1.139262
1,50.0000,-2.2564,-3.195323
1,45.9184,8.0000,-2.363998
1,6.1224,-3.4872,-1.769358
1,43.8776,-0.6154,-2.333032
1,21.4286,-1.4359,-3.242170
0.01,2.0408,6.7692,-1.752677
0.01,35.7143,-1.0256,-2.795838
0.01,45.9184,5.9487,-2.971492
0.1,39.7959,4.3077,-2.893124
0.1,27.5510,8.0000,-1.606092
100,22.4490,-7.1795,-1.771671
10,32.6531,-5.1282,-1.767069
0.1,2.0408,-6.3590,-1.766496
0.1,47.9592,3.0769,-0.281532
0.01,1.0204,0.6154,-3.326719
0.1,16.3265,3.0769,-2.028879
0.1,14.2857,-0.6154,-3.222091
100,17.3469,1.4359,-2.607263
0.01,3.0612,2.6667,-1.698634
10,41.8367,-7.1795,-1.771670
10,21.4286,0.2051,-2.807733
1,16.3265,6.3590,-1.527056
100,12.2449,1.4359,-2.060394
100,30.6122,-5.1282,-2.550468
1,28.5714,6.3590,-1.587331
10,24.4898,-1.4359,-3.348468
0.01,6.1224,7.5897,-1.759311
0.1,39.7959,-3.0769,-3.116534
1,4.0816,0.6154,-1.747673
0.1,7.1429,6.7692,-1.756214
0.01,31.6327,-0.6154,-3.171225
0.1,1.0204,5.1282,-1.767069
100,8.1633,2.2564,-2.565881
1,9.1837,-4.3077,-1.751329
10,39.7959,-5.5385,-1.753711
1,42.8571,-1.4359,-3.230544
1,38.7755,1.4359,-0.543923
100,1.0204,5.1282,-1.873213
0.1,41.8367,-0.2051,-3.126715
0.01,28.5714,-1.4359,-2.881053
0.1,26.5306,1.4359,-0.718307
0.1,41.8367,5.9487,-2.865499
10,46.9388,2.6667,-1.255251
1,13.2653,1.8462,-0.035492
0.01,10.2041,-0.2051,-2.533830
0.1,7.1429,-2.2564,-1.765771
0.01,14.2857,1.0256,0.098498
1,35.7143,3.0769,-0.734201
0.01,2.0408,-7.1795,-1.770389
1,23.4694,-1.0256,-2.748370
10,16.3265,-2.2564,-1.765771
100,7.1429,5.9487,-2.529937
0.1,6.1224,2.6667,-1.765627
0.1,26.5306,8.0000,-1.621012
1,36.7347,-0.2051,-3.345758
0.01,33.6735,-8.0000,-1.751184
100,4.0816,6.3590,-1.961151
10,43.8776,-3.4872,-1.597189
10,48.9796,4.3077,-1.046169
0.01,18.3673,-3.0769,-2.793696
100,38.7755,-1.4359,-2.393901
100,9.1837,-3.0769,-2.636745
1,10.2041,-0.6154,-3.247107
0.1,13.2653,-1.0256,-3.313569
100,44.8980,0.6154,-1.564864
1,27.5510,3.8974,-1.111366
10,1.0204,7.1795,-1.771675
0.1,45.9184,-3.8974,-2.690456
1,39.7959,0.2051,-0.014362
100,25.5102,3.0769,-2.627975
0.1,27.5510,2.6667,-1.202687
10,20.4082,5.1282,-1.767069
100,15.3061,-4.3077,-2.575293
0.01,11.2245,-7.5897,-1.759813
0.1,11.2245,3.0769,-2.039104
0.01,19.3878,-1.8462,-2.993904
0.01,9.1837,-5.5385,-1.751393
0.1,9.1837,5.1282,-1.767067
100,43.8776,6.7692,-2.430101
100,29.5918,-3.0769,-2.323292
0.1,29.5918,7.1795,-0.816300
10,32.6531,-2.2564,-3.359061
1,28.5714,8.0000,-1.832824
10,28.5714,6.7692,-1.756211
0.01,31.6327,-1.8462,-3.327733
0.1,22.4490,-7.1795,-1.771671
0.01,9.1837,4.7179,-1.765277
10,50.0000,-0.2051,-3.307034
0.01,19.3878,-5.9487,-1.764976
0.1,48.9796,0.2051,-0.130588
10,29.5918,1.4359,-2.430492
0.1,6.1224,5.1282,-1.767068
1,33.6735,-3.0769,-3.340671
100,12.2449,4.7179,-2.565918
0.1,28.5714,6.3590,-1.815994
0.01,3.0612,1.4359,-1.855597
0.01,20.4082,-0.6154,-2.284291
0.1,5.1020,4.3077,-1.751330
100,34.6939,0.6154,-2.288128
100,15.3061,-1.4359,-2.138404
10,19.3878,-3.4872,-1.769358
100,28.5714,0.2051,-2.266154
1,48.9796,8.0000,-2.248810
0.01,39.7959,2.2564,-0.630062
0.01,46.9388,8.0000,-1.694336
10,18.3673,-1.8462,-1.131617
100,50.0000,2.6667,-2.451970
10,38.7755,1.0256,-2.626767
10,19.3878,-2.6667,-1.765627
0.1,29.5918,-6.7692,-3.039214
10,14.2857,-4.3077,-1.751330
0.01,29.5918,-4.7179,-3.000150
1,27.5510,-1.8462,-2.812168
100,1.0204,2.2564,-2.431287
10,13.2653,-2.6667,-1.765627
100,31.6327,-3.4872,-2.203812
1,40.8163,-5.9487,-3.352700
0.1,50.0000,7.5897,-2.514246
0.01,25.5102,6.7692,-2.933605
10,0.0000,3.4872,0.000133
0.1,46.9388,5.1282,-2.849083
1,15.3061,4.7179,-1.715438
0.1,43.8776,4.3077,-2.995362
0.1,42.8571,-1.8462,-3.379143
0.1,46.9388,-5.1282,-3.345974
0.1,32.6531,3.0769,-0.924473
0.01,34.6939,-2.6667,-2.244108
0.01,13.2653,-6.3590,-1.761450
0.01,21.4286,3.0769,-2.214440
0.01,45.9184,8.0000,-2.098750
10,34.6939,-4.3077,-1.585239
0.01,17.3469,-4.7179,-1.762325
1,11.2245,-1.4359,-2.297872
100,5.1020,-6.7692,-1.731662
10,20.4082,-1.0256,-3.174167
100,19.3878,-5.9487,-2.638186
0.01,7.1429,-5.9487,-1.763954
100,2.0408,6.3590,-1.811173
0.1,10.2041,-2.6667,-1.749161
10,31.6327,4.7179,-1.835847
100,37.7551,-8.0000,-1.758636
0.01,5.1020,3.8974,-1.762048
100,40.8163,2.6667,-2.577020
10,23.4694,1.4359,-1.818578
0.1,15.3061,-3.8974,-3.118383
0.1,40.8163,5.1282,-2.983538
1,11.2245,5.9487,-1.771294
0.1,3.0612,4.3077,-1.751330
0.1,24.4898,-2.6667,-3.089593
0.01,16.3265,3.4872,-2.003687
0.1,38.7755,-4.7179,-2.729908
0.1,48.9796,-2.2564,-3.369897
0.1,23.4694,3.4872,-0.514123
0.1,33.6735,-5.1282,-2.847493
100,32.6531,-1.8462,-2.484380
1,13.2653,-4.3077,-1.751330
1,36.7347,5.5385,-2.218498
0.1,12.2449,5.1282,-0.955797
0.01,10.2041,3.8974,-2.155636
10,22.4490,-3.8974,-1.767027
10,38.7755,-4.7179,-1.630489
0.1,38.7755,2.6667,-0.606049
100,4.0816,4.3077,-2.742911
10,23.4694,-6.7692,-1.756212
100,38.7755,-2.6667,-2.531851
10,11.2245,-8.0000,-1.758643
10,37.7551,1.4359,-2.462587
1,20.4082,5.1282,-1.749356
0.1,48.9796,2.2564,-0.870707
0.01,50.0000,-6.3590,-3.188638
100,13.2653,6.3590,-2.422604
10,4.0816,-4.7179,-1.770649
0.1,40.8163,-1.4359,-3.091905
100,36.7347,6.7692,-2.058986
0.1,42.8571,0.6154,-0.105079
