F_AVG,DELTA1,log10_NMSE
49.7908,-7.7895,-4.032740
36.4017,-7.5789,-2.785654
29.4979,-7.5789,-2.653510
39.5397,-7.5789,-2.832597
48.5356,-7.7895,-4.049982
41.8410,-7.5789,-2.862960
38.7029,-7.5789,-2.820753
38.4937,-7.5789,-2.817718
40.1674,-7.5789,-2.841187
43.0962,-7.5789,-2.878249
37.2385,-7.5789,-2.798858
35.7741,-7.5789,-2.775420
41.6318,-7.5789,-2.860326
42.0502,-7.5789,-2.865574
41.0042,-7.5789,-2.852256
40.7950,-7.5789,-2.849529
40.3766,-7.5789,-2.843995
47.9079,-7.7895,-3.962956
5.4393,-7.3684,-1.270555
6.4854,-7.3684,-1.340424
5.0209,-7.3684,-0.644749
8.3682,-7.3684,-1.587089
7.1130,-7.3684,-1.422553
8.7866,-7.3684,-1.637441
10.4603,-7.3684,-1.813984
0.8368,-7.3684,-0.158428
2.3013,-7.3684,-0.591334
6.0669,-7.3684,-1.297844
19.2469,-7.3684,-2.378485
2.7197,-7.3684,-0.610846
5.8577,-7.3684,-1.286144
5.2301,-7.3684,-1.284687
9.2050,-7.3684,-1.685186
14.6444,-7.3684,-2.134272
6.2762,-7.3684,-1.316798
16.5272,-7.3684,-2.243893
18.8285,-7.3684,-2.359299
16.1088,-7.3684,-2.220862
4.8117,-7.3684,0.088575
15.2720,-7.3684,-2.172590
13.5983,-7.3684,-2.065807
12.7615,-7.3684,-2.006268
14.4351,-7.3684,-2.121061
9.4142,-7.3684,-1.708110
10.0418,-7.3684,-1.773293
1.0460,-7.3684,-0.193866
20.0837,-7.3684,-2.415423
3.1381,-7.3684,-0.471775
12.5523,-7.3684,-1.990633
20.9205,-7.3684,-2.450572
7.9498,-7.3684,-1.534193
0.4184,-7.3684,-0.090131
6.9038,-7.3684,-1.394323
7.3222,-7.3684,-1.450898
18.6192,-7.3684,-2.349517
3.3473,-7.3684,-0.943230
8.9958,-7.3684,-1.661634
9.8326,-7.3684,-1.752141
2.0921,-7.3684,-0.559906
24.4770,-7.3684,-2.583152
7.7406,-7.3684,-1.506873
16.3180,-7.3684,-2.232467
6.6946,-7.3684,-1.366690
13.3891,-7.3684,-2.051351
3.7657,-7.3684,-0.810220
9.6234,-7.3684,-1.730421
3.9749,-7.3684,-0.916041
8.1590,-7.3684,-1.560947
7.5314,-7.3684,-1.479066
13.8075,-7.3684,-2.079998
12.3431,-7.3684,-1.974679
0.0000,-7.3684,-0.039858
13.1799,-7.3684,-2.036615
17.7824,-7.3684,-2.309042
17.1548,-7.3684,-2.277173
23.2218,-7.3684,-2.539186
4.1841,-7.3684,-1.000928
19.6653,-7.3684,-2.397186
12.9707,-7.3684,-2.021590
4.6025,-7.3684,-0.876670
18.4100,-7.3684,-2.339602
1.2552,-7.3684,-0.241434
15.6904,-7.3684,-2.197109
15.4812,-7.3684,-2.184948
18.2008,-7.3684,-2.329553
15.8996,-7.3684,-2.209079
26.5690,-7.3684,-2.650687
4.3933,-7.3684,-1.013516
10.8787,-7.3684,-1.852678
11.5063,-7.3684,-1.907330
14.0167,-7.3684,-2.093930
12.1339,-7.3684,-1.958386
26.7782,-7.3684,-2.657073
11.7155,-7.3684,-1.924727
17.3640,-7.3684,-2.287947
2.9289,-7.3684,-0.828484
23.0126,-7.3684,-2.531572
19.4561,-7.3684,-2.387894
1.6736,-7.3684,-0.368422
21.3389,-7.3684,-2.467523
10.6695,-7.3684,-1.833571
1.8828,-7.3684,-0.459033
17.9916,-7.3684,-2.319368
26.3598,-7.3684,-2.644235
17.5732,-7.3684,-2.298568
22.8033,-7.3684,-2.523874
16.9456,-7.3684,-2.266237
21.9665,-7.3684,-2.492225
15.0628,-7.3684,-2.160029
24.6862,-7.3684,-2.590217
14.2259,-7.3684,-2.107615
22.5941,-7.3684,-2.516093
22.3849,-7.3684,-2.508227
11.0879,-7.3684,-1.871325
16.7364,-7.3684,-2.255149
11.2971,-7.3684,-1.889537
14.8536,-7.3684,-2.147260
20.7113,-7.3684,-2.441935
10.2510,-7.3684,-1.793899
0.2092,-7.3684,-0.058802
20.5021,-7.3684,-2.433208
8.5774,-7.3684,-1.612592
20.2929,-7.3684,-2.424374
27.1967,-7.3684,-2.669668
23.8494,-7.3684,-2.561520
24.8954,-7.3684,-2.597210
26.9874,-7.3684,-2.663400
27.6151,-7.3684,-2.682025
22.1757,-7.3684,-2.500270
1.4644,-7.3684,-0.288067
19.0377,-7.3684,-2.368956
29.9163,-7.3684,-2.746008
25.3138,-7.3684,-2.610988
19.8745,-7.3684,-2.406363
28.8703,-7.3684,-2.717731
25.5230,-7.3684,-2.617770
21.1297,-7.3684,-2.459097
31.7992,-7.3684,-2.793848
30.1255,-7.3684,-2.751510
28.2427,-7.3684,-2.700129
5.6485,-7.3684,-1.281483
23.6402,-7.3684,-2.554155
27.4059,-7.3684,-2.675876
26.1506,-7.3684,-2.637721
24.2678,-7.3684,-2.576014
28.0335,-7.3684,-2.694154
25.9414,-7.3684,-2.631140
46.6527,-7.5789,-3.813496
24.0586,-7.3684,-2.568805
